set,id,name,grade,clan,type,rarity
BT01,33,"Tyrant, Deathrex",3,Tachikaze,Normal Unit,R
BT01,34,"Assault Dragon, Blightops",2,Tachikaze,Normal Unit,R
BT01,35,"Stealth Dragon, Voidmaster",3,Nubatama,Normal Unit,R
BT01,36,Demon Eater,3,Dark Irregulars,Normal Unit,R
BT01,37,Monster Frank,3,Granblue,Normal Unit,R
BT01,38,Commodore Blueblood,2,Granblue,Normal Unit,R
BT01,39,Hell Spider,3,Megacolony,Normal Unit,R
BT01,40,Bloody Hercules,2,Megacolony,Normal Unit,R
BT01,41,"Covenant Knight, Randolf",2,Royal Paladin,Normal Unit,C
BT01,42,"Little Sage, Marron",1,Royal Paladin,Normal Unit,C
BT01,43,"Lake Maiden, Lien",1,Royal Paladin,Normal Unit,C
BT01,44,Wingal,1,Royal Paladin,Normal Unit,C
BT01,45,"Weapons Dealer, Govannon",0,Royal Paladin,Draw Trigger,C
BT01,46,Flogal,0,Royal Paladin,Stand Trigger,C
BT01,47,"Yggdrasil Maiden, Elaine",0,Royal Paladin,Heal Trigger,C
BT01,48,"Embodiment of Armor, Bahr",1,Kagero,Normal Unit,C
BT01,49,"Dragon Monk, Gojo",1,Kagero,Normal Unit,C
BT01,50,"Wyvern Strike, Jarran",1,Kagero,Normal Unit,C
BT01,51,"Dragon Dancer, Monica",0,Kagero,Draw Trigger,C
BT01,52,"Lizard Soldier, Ganlu",0,Kagero,Stand Trigger,C
BT01,53,"Dragon Monk, Genjo",0,Kagero,Heal Trigger,C
BT01,54,"Oracle Guardian, Gemini",1,Oracle Think Tank,Normal Unit,C
BT01,55,"Weather Girl, Milk",1,Oracle Think Tank,Normal Unit,C
BT01,56,"Oracle Guardian, Nike",0,Oracle Think Tank,Critical Trigger,C
BT01,57,Dream Eater,0,Oracle Think Tank,Draw Trigger,C
BT01,58,Miracle Kid,0,Oracle Think Tank,Draw Trigger,C
BT01,59,Hungry Dumpty,2,Nova Grappler,Normal Unit,C
BT01,60,Tough Boy,1,Nova Grappler,Normal Unit,C
BT01,61,"Screamin' and Dancin' Announcer, Shout",1,Nova Grappler,Normal Unit,C
BT01,62,Clay-doll Mechanic,1,Nova Grappler,Normal Unit,C
BT01,63,Shining Lady,0,Nova Grappler,Critical Trigger,C
BT01,64,Lucky Girl,0,Nova Grappler,Stand Trigger,C
BT01,65,"Ring Girl, Clara",0,Nova Grappler,Heal Trigger,C
BT01,66,Sonic Noa,1,Tachikaze,Normal Unit,C
BT01,67,"Ironclad Dragon, Shieldon",0,Tachikaze,Normal Unit,C
BT01,68,"Stealth Beast, Chigasumi",2,Nubatama,Normal Unit,C
BT01,69,"Stealth Dragon, Dreadmaster",1,Nubatama,Normal Unit,C
BT01,70,"Stealth Beast, Hagakure",0,Nubatama,Normal Unit,C
BT01,71,Blue Dust,2,Dark Irregulars,Normal Unit,C
BT01,72,Nightmare Baby,1,Dark Irregulars,Normal Unit,C
BT01,73,Rock the Wall,0,Dark Irregulars,Normal Unit,C
BT01,74,"Highspeed, Brakki",2,Spike Brothers,Normal Unit,C
BT01,75,Wonder Boy,1,Spike Brothers,Normal Unit,C
BT01,76,"Redshoe, Milly",0,Spike Brothers,Normal Unit,C
BT01,77,"Dandy Guy, Romario",1,Granblue,Normal Unit,C
BT01,78,Guiding Zombie,0,Granblue,Normal Unit,C
BT01,79,Karma Queen,1,Megacolony,Normal Unit,C
BT01,80,Madame Mirage,0,Megacolony,Normal Unit,C
