set,id,name,grade,clan,type,rarity
BT05,042,"Colossal Wings, Simurgh",2,Neo Nectar,Normal Unit,C
BT05,043,"Spiritual Tree Sage, Irminsul",2,Neo Nectar,Normal Unit,C
BT05,044,"Corolla Dragon",1,Neo Nectar,Normal Unit,C
BT05,045,"Caramel Popcorn",1,Neo Nectar,Normal Unit,C
BT05,046,"Lady of the Sunlight Forest",1,Neo Nectar,Normal Unit,C
BT05,047,"Blade Seed Squire",1,Neo Nectar,Normal Unit,C
BT05,048,"Lily Knight of the Valley",1,Neo Nectar,Normal Unit,C
BT05,049,"Pea Knight",0,Neo Nectar,Normal Unit,C
BT05,050,"Chestnut Bullet",0,Neo Nectar,Critical Trigger,C
BT05,051,"Dancing Sunflower",0,Neo Nectar,Draw Trigger,C
BT05,052,"Sweet Honey",0,Neo Nectar,Heal Trigger,C
BT05,053,"Watering Elf",0,Neo Nectar,Stand Trigger,C
BT05,054,"Stealth Beast, White Mane",2,Murakumo,Normal Unit,C
BT05,055,"Stealth Rogue of Silence, Shijimamaru",1,Murakumo,Normal Unit,C
BT05,056,"Stealth Beast, Leaf Raccoon",1,Murakumo,Normal Unit,C
BT05,057,"Stealth Beast, Moon Edge",0,Murakumo,Critical Trigger,C
BT05,058,"Stealth Beast, Cat Rouge",0,Murakumo,Draw Trigger,C
BT05,059,"Stealth Fiend, Yukihime",0,Murakumo,Heal Trigger,C
BT05,060,"Stealth Fiend, Dart Spider",0,Murakumo,Stand Trigger,C
BT05,061,"Powerful Sage, Bairon",3,Royal Paladin,Normal Unit,C
BT05,062,"Dream Painter",1,Royal Paladin,Normal Unit,C
BT05,063,"Silent Sage, Sharon",0,Royal Paladin,Stand Trigger,C
BT05,064,"Nightmare Painter",1,Shadow Paladin,Normal Unit,C
BT05,065,"Phantom Bringer Demon",0,Shadow Paladin,Normal Unit,C
BT05,066,"Death Feather Eagle",0,Shadow Paladin,Critical Trigger,C
BT05,067,"Battle Maiden, Tagitsuhime",2,Oracle Think Tank,Normal Unit,C
BT05,068,"White Hare of Inaba",1,Oracle Think Tank,Normal Unit,C
BT05,069,"Battle Sister, Ginger",0,Oracle Think Tank,Critical Trigger,C
BT05,070,"Doom Bringer Griffin",0,Kagero,Normal Unit,C
BT05,071,"Top Gun",3,Nova Grappler,Normal Unit,C
BT05,072,"Anthrodroid",1,Nova Grappler,Normal Unit,C
BT05,073,"The Gong",0,Nova Grappler,Draw Trigger,C
BT05,074,"Super Dimensional Robo, Dailady",2,Dimension Police,Normal Unit,C
BT05,075,"Guide Dolphin",0,Dimension Police,Stand Trigger,C
BT05,076,"Dark Soul Conductor",2,Dark Irregulars,Normal Unit,C
BT05,077,"Hysteric Shirley",0,Dark Irregulars,Draw Trigger,C
BT05,078,"Big League Bear",2,Pale Moon,Normal Unit,C
BT05,079,"Madcap Marionette",1,Pale Moon,Normal Unit,C
BT05,080,"Skyhigh Walker",0,Pale Moon,Stand Trigger,C
