set,id,name,grade,clan,type,rarity
BT07,056,"Feather Penguin",1,Great Nature,Normal Unit,C
BT07,057,"Hula Hoop Capybara",1,Great Nature,Normal Unit,C
BT07,058,"Acorn Master",0,Great Nature,Normal Unit,C
BT07,059,"Schoolyard Prodigy, Lox",0,Great Nature,Normal Unit,C
BT07,060,"Triangle Cobra",0,Great Nature,Critical Trigger,C
BT07,061,"Fortune-bringing Cat",0,Great Nature,Draw Trigger,C
BT07,062,"Alarm Chicken",0,Great Nature,Stand Trigger,C
BT07,063,"Eraser Alpaca",0,Great Nature,Stand Trigger,C
BT07,064,"Dictionary Goat",0,Great Nature,Heal Trigger,C
BT07,065,"Ruler Chameleon",0,Great Nature,Critical Trigger,C
BT07,066,"Nightmare Doll, Amy",3,Pale Moon,Normal Unit,C
BT07,067,"Dreamy Fortress",2,Pale Moon,Normal Unit,C
BT07,068,"See-saw Game Loser",2,Pale Moon,Normal Unit,C
BT07,069,"Drawing Dread",2,Pale Moon,Normal Unit,C
BT07,070,"Jumping Glenn",1,Pale Moon,Normal Unit,C
BT07,071,"Dreamy Ammonite",1,Pale Moon,Normal Unit,C
BT07,072,"See-saw Game Winner",1,Pale Moon,Normal Unit,C
BT07,073,"Pinky Piggy",1,Pale Moon,Normal Unit,C
BT07,074,"Girl Who Crossed the Gap",0,Pale Moon,Normal Unit,C
BT07,075,"Innocent Magician",0,Pale Moon,Normal Unit,C
BT07,076,"Flyer Flyer",0,Pale Moon,Draw Trigger,C
BT07,077,"Cracker Musician",0,Pale Moon,Stand Trigger,C
BT07,078,"Popcorn Boy",0,Pale Moon,Heal Trigger,C
BT07,079,"Poison Juggler",0,Pale Moon,Critical Trigger,C
BT07,080,"Demon Chariot of the Witching Hour",3,Dark Irregulars,Normal Unit,C
BT07,081,"Beast in Hand",2,Dark Irregulars,Normal Unit,C
BT07,082,"Cyber Beast",2,Dark Irregulars,Normal Unit,C
BT07,083,"Demon Bike of the Witching Hour",1,Dark Irregulars,Normal Unit,C
BT07,084,"Beautiful Harpuia",1,Dark Irregulars,Normal Unit,C
BT07,085,"Mirage Maker",1,Dark Irregulars,Normal Unit,C
BT07,086,"Rune Weaver",1,Dark Irregulars,Normal Unit,C
BT07,087,"Greedy Hand",0,Dark Irregulars,Normal Unit,C
BT07,088,"Devil in Shadow",0,Dark Irregulars,Normal Unit,C
BT07,089,"Mad Hatter of Nightmareland",0,Dark Irregulars,Draw Trigger,C
BT07,090,"Hungry Egg of Nightmareland",0,Dark Irregulars,Stand Trigger,C
BT07,091,"Cheshire Cat of Nightmareland",0,Dark Irregulars,Heal Trigger,C
BT07,092,"Dark Knight of Nightmareland",0,Dark Irregulars,Critical Trigger,C
BT07,093,"Battle Sister, Souffle",3,Oracle Think Tank,Normal Unit,C
BT07,094,"Oracle Guardian, Shisa",2,Oracle Think Tank,Normal Unit,C
BT07,095,"Moonsault Swallow",1,Oracle Think Tank,Normal Unit,C
BT07,096,"Battle Sister, Eclair",0,Oracle Think Tank,Normal Unit,C
BT07,097,"Master of Pain",2,Gold Paladin,Normal Unit,C
BT07,098,"Disciple of Pain",1,Gold Paladin,Normal Unit,C
BT07,099,"Speeder Hound",0,Gold Paladin,Draw Trigger,C
BT07,100,"Doctroid Megalos",2,Angel Feather,Normal Unit,C
BT07,101,"Doctroid Micros",1,Angel Feather,Normal Unit,C
BT07,102,"Hope Child, Turiel",0,Angel Feather,Normal Unit,C
