set,id,name,grade,clan,type,rarity
BT10,083,"Dragon Dancer, Agnes",1,Narukami,Normal Unit,C
BT10,084,"Lightning Fist Eradicator, Dui",1,Narukami,Normal Unit,C
BT10,085,"Eradicator, Strike-dagger Dragon",0,Narukami,Normal Unit,C
BT10,086,"Djinn of the Thunder Break",0,Narukami,Normal Unit,C
BT10,087,"Sacred Spear Eradicator, Pollux",0,Narukami,Critical Trigger,C
BT10,088,"Eradicator, Spy-eye Wyvern",0,Narukami,Stand Trigger,C
BT10,089,"Bloody Reign",2,Nova Grappler,Normal Unit,C
BT10,090,"Beast Deity, Hilarity Destroyer",1,Nova Grappler,Normal Unit,C
BT10,091,"Machinery Angel",1,Nova Grappler,Normal Unit,C
BT10,092,"Beast Deity, Riot Horn",0,Nova Grappler,Normal Unit,C
BT10,093,"Battle Arm Leprechaun",0,Nova Grappler,Normal Unit,C
BT10,094,"Anti-battleroid Gunner",3,Spike Brothers,Normal Unit,C
BT10,095,"Blow Kiss Olivia",2,Spike Brothers,Normal Unit,C
BT10,096,"Go for Broke",2,Spike Brothers,Normal Unit,C
BT10,097,"Charging Bill Collector",2,Spike Brothers,Normal Unit,C
BT10,098,"UFO",1,Spike Brothers,Normal Unit,C
BT10,099,"Tyrant Receiver",1,Spike Brothers,Normal Unit,C
BT10,100,"Dudley Phantom",1,Spike Brothers,Normal Unit,C
BT10,101,"Reign of Terror, Thermidor",0,Spike Brothers,Normal Unit,C
BT10,102,"Baby Face Izaac",0,Spike Brothers,Normal Unit,C
BT10,S12,"Blaster Blade Liberator",2,Gold Paladin,Normal Unit,SP
