set,id,name,grade,clan,type,rarity
BT09,065,"Rock Witch, GaGa",2,Oracle Think Tank,Normal Unit,C
BT09,066,"Battle Sister, Cream",1,Oracle Think Tank,Normal Unit,C
BT09,067,"Machine-gun Talk, Ryan",1,Oracle Think Tank,Normal Unit,C
BT09,068,"Solar Maiden, Uzume",0,Oracle Think Tank,Normal Unit,C
BT09,069,"Supple Bamboo Princess, Kaguya",0,Oracle Think Tank,Normal Unit,C
BT09,070,"Heroic Hani",2,Nova Grappler,Normal Unit,C
BT09,071,"Transraizer",2,Nova Grappler,Normal Unit,C
BT09,072,"Burstraizer",1,Nova Grappler,Normal Unit,C
BT09,073,"Stoic Hani",1,Nova Grappler,Normal Unit,C
BT09,074,"Transmigrating Evolution, Miraioh",0,Nova Grappler,Normal Unit,C
BT09,075,"Lionet Heat",0,Nova Grappler,Normal Unit,C
BT09,076,"Crimson Drive, Aphrodite",2,Angel Feather,Normal Unit,C
BT09,077,"Examine Angel",2,Angel Feather,Normal Unit,C
BT09,078,"Crimson Mind, Baruch",1,Angel Feather,Normal Unit,C
BT09,079,"Emergency Vehicle",1,Angel Feather,Normal Unit,C
BT09,080,"Candlelight Angel",1,Angel Feather,Normal Unit,C
BT09,081,"Crimson Heart, Nahas",0,Angel Feather,Normal Unit,C
BT09,082,"Rampage Cart Angel",0,Angel Feather,Critical Trigger,C
BT09,083,"Fever Therapy Nurse",0,Angel Feather,Draw Trigger,C
BT09,084,"Vocal Chicken",3,Great Nature,Normal Unit,C
BT09,085,"Melodica Cat",2,Great Nature,Normal Unit,C
BT09,086,"Parabolic Moose",2,Great Nature,Normal Unit,C
BT09,087,"Barcode Zebra",2,Great Nature,Normal Unit,C
BT09,088,"Recorder Dog",1,Great Nature,Normal Unit,C
BT09,089,"Sharpener Beaver",1,Great Nature,Normal Unit,C
BT09,090,"Protractor Peacock",1,Great Nature,Normal Unit,C
BT09,091,"Gardening Mole",0,Great Nature,Normal Unit,C
BT09,092,"Castanet Donkey",0,Great Nature,Draw Trigger,C
BT09,093,"Holy Mage of the Gale",1,Gold Paladin,Normal Unit,C
BT09,094,"Stronghold of the Black Chains, Hoel",0,Gold Paladin,Normal Unit,C
BT09,095,"Dantegal",0,Gold Paladin,Critical Trigger,C
BT09,096,"Runebau",0,Gold Paladin,Stand Trigger,C
BT09,097,"Exorcist Mage, Roh Roh",1,Narukami,Normal Unit,C
BT09,098,"Deity Sealing Kid, Soh Koh",0,Narukami,Normal Unit,C
BT09,099,"Spark Edge Dracokid",0,Narukami,Critical Trigger,C
BT09,100,"Exorcist Mage, Lin Lin",0,Narukami,Stand Trigger,C
BT09,101,"Magical Partner",1,Pale Moon,Normal Unit,C
BT09,102,"Smiling Presenter",0,Pale Moon,Normal Unit,C
